bo,title,genres,budjet,year,rating,peoplesID,mid,date
39936,Intermission,"Comedy,Crime,Drama,Romance,Thriller",5000000,2003,10934|6.7|0000013200,9093|42126|66731|71639|71862|74027|75948|21211|78690|91806|92772|93488|102000|102237|103712|106458|106769|111614|117252|117417|118659|121496|122028|123688|123728|123840|123898|127107|127622|127649|134162|139746|139779|144955|146860|155683|164883|6241|173262|173626|174909|175879|180922|181029|187617|195125|206392|208754|208760|211352|214592|222399|224915|21016|12268|28505|29575|29909|33925|35419|36339|36470|37487|37971|10970|1964,3443,2004/3/21
866,800 balas,"Action,Comedy,Drama",0,2002,2492|6.2|0000122100,8117|40429|12119|44903|46161|47096|47437|47616|50423|59733|62101|62459|71784|77806|78096|78886|83478|86097|86118|86961|88594|89100|109816|115555|128870|30890|132974|133678|140116|141345|153868|156760|159645|160014|4062|178670|182061|189794|192976|208485|214887|214938|217728|218843|225594|231695|15516|12119|30890|12119|2165,3013,2004/10/31
9096,Danz?n,Drama,0,1991,323|6.7|0000012101,|42087|13337|45476|52871|61657|62461|62501|62751|66225|71121|71335|71815|75654|84423|88451|88912|89108|92919|100950|115566|119191|5|121443|122394|128691|133298|6566|137522|137631|138512|149535|154152|159451|5875|6566|170658|5|178696|179990|182249|187070|188652|191423|191701|192889|197535|199343|204696|212907|213249|220706|220882|221325|221332|221436|222784|228637|229229|230636|19238|26609|30178|30996|32677|35688|13337|1169,95,1992/9/27
2719750,Children of the Corn II: The Final Sacrifice,"Horror,Thriller",900000,1992,4071|3.8|1111100000,9214|10035|25666|26076|52620|55304|57454|64482|65139|86979|89500|89715|91311|96047|96908|97691|104012|104442|106392|107126|119342|122882|134530|140133|144071|157164|157275|159420|160998|167523|5813|169726|170369|173429|175488|180130|183261|185019|198550|200767|207660|212230|213613|217592|218067|226284|227361|229685|21930|29815|35151|35410|13618|1563,241,1993/1/31
7235,The Syrian Bride,"Comedy,Drama",0,2004,2107|7.4|0000002311,9621|15664|13760|50445|69565|83843|84009|89277|92526|97227|97390|103136|103138|104888|123175|136631|146509|148609|149677|152687|152701|154171|6195|168720|168800|171687|175349|187156|199695|200742|208179|216897|221907|15508|17509|17763|18849|20756|32346|13760|13760|3708,4475,2005/11/20
29526,Ressources humaines,Drama,0,1999,1678|7.2|0000012210,7966|10700|41578|44002|50683|51997|56216|57714|61077|62813|63139|70121|72569|73831|74956|77171|83358|86147|87243|109271|111183|111502|132845|137403|153546|154352|155965|158897|159843|159897||170025|172456|175416|177933|179562|183513|183852|186028|203738|204052|212902|218287|16519|18599|27312|33876|10700|2706,2256,2000/9/17
201431,Below,"Horror,Mystery,Thriller",0,2002,12797|6.1|0000122100,9885|10175|43269|14576|50641|51479|54497|57449|57705|62112|64208|66609|68567|70702|77006|78276|80406|80426|80724|22073|87718|87907|91225|93977|95248|104267|107921|108868|116736|31338|133349|14576|6637|6971|234895|10175|15870|24815|32777|37212|37326|37328|38478|14576|3729,2800,2002/10/13
24401,The City of Your Final Destination,Drama,8300000,2009,1584|6.2|0000122100,9381|39252|42405|54613|55738|74855|80790|84714|85801|5341|28508|115968|119603|121783|131629|139988|142777|142879|152574|156784|159691|159874|4728|169455|170683|189798|189893|203167|205045|207006|216922|222767|230322|231776|232689|15430|17297|21872|23872|27861|27862|28156|28199|28508|28885|30854|31858|37920|38192|12141|27,5840,2010/4/18
3296,Knockin' on Heaven's Door,"Action,Comedy,Crime,Drama",0,1997,12703|7.8|0000001212,9902|12169|33830|44738|51818|54716|55042|55110|55178|72313|20828|80108|91531|92388|92760|94183|97772|12169|101715|102621|104461|107177|110037|112189|30825|129679|130429|136497|138231|140757|144048|144707|33830|144708|150939|155572|159197|159294|162765|14890|6279|6511|6514|172718|175714|178133|186031|186745|188601|189547|193321|194041|196686|202323|207272|216473|223274|223859|224247|225467|227409|232838|234584|236819|17359|24056|25439|30825|33830|35389|38423|12169|3319,918,2000/4/23
98363,The Visual Bible: The Gospel of John,"Biography,Drama,History",16739390,2003,1513|7|0000001114,8454|40314|44004|44045|44260|46946|47405|48054|48219|50188|52699|53754|54455|57089|57542|58711|59093|60652|69199|69246|78075|79699|81376|84229|85015|90235|92009|96931|99072|101433|101455|109406|110411|112076|113036|114371|115276|115897|119652|119696|123054|126392|126849|129908|132839|132900|133388|133415|133926|134450|134698|140741|141578|143578|145022|146319|148850|151549|154208|158946|159177|159681|161349|161924|4590|172754|172758|173773|173823|176462|177267|177453|196909|207419|215766|216764|18701|20508|25684|29257|31191|36981|13985|213,3933,2003/9/28
17508,Spellbound,Documentary,0,2002,9218|7.6|0000002311,||46247|47053|47764|47765|49529|57521|57522|57524|57525|60616|71693|73817|77227|94779|100644|100645|104371|105643|106645|106646|117526|120387|121342|124781|125406|138174|149810|150767|155131|5379|170670|170671|174465|176001|183760|183761|191560|195717|199406|199407|200934|202757|202758|208074|209009|209200|213188|224766|226087|227279|227280|229554|234354|234357|234444|234472|234884|10446|20839|37395|10446|,3449,2003/5/4
1376561,Double Dragon,"Action,Adventure,Comedy,Sci-Fi",0,1994,6280|3.4|2111100000,9672|11062|39762|40347|43027|45522|10186|53309|57137|18033|69514|73012|75950|78984|79665|85111|87220|89264|23572|96717|96718|103685|104251|106219|107136|109137|113518|118250|120092|126822|31123|141635|35332|152310|155512|162034|165523|165673|167439|38253|4879|5573|178546|188166|210574|213805|229150|233034|234454|23612|25143|25611|29955|33581|34064|34079|34080|14934|1736,245,1994/11/6
738779,Crash,Drama,9000000,1996,29952|6.3|0000111101,8057|38764|10965|50136|10965|101616|105061|113011|114432|130022|143414|150120|152030|6947|170854|192845|24685|199260|218129|228723|231528|15798|10965|23602|26870|32243|35418|14474|10965|3385,509,1997/3/23
10652,Bir zamanlar Anadolu'da,"Crime,Drama",0,2011,15335|7.7|0000001113,|39333|529|41034|44339|48410|52067|54102|54264|77443|77460|77464|101241|101255|41034|103279|106214|124242|145525|154083|154403|156696|43506|158633|167010|168669|168680||184026|214927|15199|15599|529|26328|30860|31909|33252|529|3483,7846,2012/1/8
27508,Inland Empire,"Drama,Mystery,Thriller",0,2006,30368|6.9|0000011112,7683|7791|2067|43961|44161|15351|46225|3895|55898|58727|58813|64697|644|19372|68305|69254|69528|72469|73061|81702|90753|92407|24157|96061|97017|98723|99432|100936|26146|104955|105709|107031|111847|112337|2067|28088|113424|113503|12860|118440|125996|133668|137274|137541|140549|150654|43174|150883|150926|35422|35602|153474|153541|14471|159254|162794|166044|167484|167864|167870|168384|38509||168699|171020|171582|7683|173255|174099|7791|174910|177638|178581|178907|179297|180173|182364|184076|20112|184598|185329|186459|188906|191275|192343|192802|192823|194006|194166|195813|199618|200565|201109|202613|202614|204327|204655|205315|205379|205828|208515|211875|5|215214|220100|220333|221617|223832|227538|227972|231256|37232|234212|236445|15013|15351|19372|20112|20710|20711|24157|25764|26146|2067|31914|35422|35594|35602|35638|38509|2067|2067,4926,2006/12/10
1446,"Biandan, guniang","Crime,Drama,Romance,Thriller",0,1999,168|6.6|0000112101,8150|42197|14721|88771|146823|166305|5836|233413|23618|27470|27484|14489|38391|14721|3779,2046,2001/3/11
891,House of Usher,"Horror,Thriller",1000000,2008,327|2.9|3110000000,7988|42835|61296|61448|65837|82327|119271|146369|160614|5937|193352|197847|19019|11098|25081|33742|11098|3689,6094,2008/5/11
112520,I Love You Phillip Morris,"Comedy,Drama,Romance",13000000,2009,52314|6.6|0000012100,9435|11418|41751|13734|45647|51650|52822|52874|56559|58070|58114|58250|59650|18212|63070|64467|65155|65359|67332|69599|70355|70671|70778|72754|74313|75026|75793|78036|78101|78247|80183|82420|22017|83039|83111|83730|85379|86665|87929|88561|88761|89345|92796|93038|93272|95652|98482|98620|99322|102646|108199|109650|112631|112658|112859|113999|114648|28895|122262|123160|125592|125851|126906|129505|129846|136652|137322|137793|139480|142698|143215|143766|145583|146354|147135|147946|148971|149281|150864|150916|153865|154821|155343|155569|161260|162675|163732|164323|166825|166977|7262|172240|175882|176998|177161|178636|182082|186285|186668|188439|191326|191510|194256|194872|201016|202408|203740|205479|206185|207222|207962|209429|209797|210417|210509|216448|217221|224869|226239|226385|229297|231373|232564|233158|10391|21415|23717|27015|29279|34157|38182|11418|13734|2770,6182,2010/12/5
11692415,Skyline,"Action,Sci-Fi,Thriller",10000000,2010,54128|4.4|1111110000,8914|39525|30530|49899|54357|55082|71507|21151|81927|82415|83121|90029|94858|95516|102991|108608|117869|136963|140184|145946|147333|167849|5963|182711|188661|200662|201686|27347|206759|207551|207553|213578|219794|221351|221851|230055|230238|15492|16191|19951|25725|25726|26824|30530|13695|14363|14364|36237|14363|14364|3663,7400,2010/11/14
141340,Beginners,"Comedy,Drama,Romance",3200000,2010,40242|7.2|0000012210,8601|13090|50039|54072|55639|64115|65632|5|73198|81936|86982|107281|109033|28895|126292|129206|133388|134847|138647|143563|144956|152619|158812|160439|161333|165359|166945|6284|6404|6627|177005|186532|194534|198061|200229|203378|203399|204593|205502|209262|209389|216572|221037|223001|224843|224909|229178|229784|233368|236327|19926|22432|26255|27594|33583|36564|36652|36691|13090|3541,7324,2011/6/5
13362,The Cry,"Horror,Thriller",0,2007,345|2.3|3110000001,8820|42779|13962|60594|63919|69633|81102|109078|114429|116772|127489|135397|141366|156226|159389|163421|6419|169872|171755|174732|180600|180821|185067|189789|194869|197788|217276|220837|13962|223169|229430|236150|16002|16997|17389|19722|32066|13962|13962|2045,5543,2008/5/4
5160,The Cats of Mirikitani,Documentary,0,2006,608|7.8|0000001223,||120826|5076|1388|1388|3797|1388|1388|3797,5500,2007/3/4
25820,Project Nim,Documentary,0,2011,4272|7.4|0000012310,|40624|46569|47132|59968|64170|65715|92997|96790|106449|107623|109167|113387|125352|142301|154940|158199|5300|173695|177236|187459|202636|203885|204332|207771|211625|217232|218653|15632|16273|18618|18635|21813|23254|26960|27730|13883|33155|12874|3191,7835,2011/7/10
8776159,Fathers' Day,"Comedy,Romance",85000000,1997,8678|4.8|0001221000,9493|40192|41558|14622|50644|52968|53909|55252|56958|59060|59362|19460|81747|11630|85606|86822|87718|89771|90923|90995|92795|94200|96781|97008|98370|101299|111052|117333|6052|118763|119831|122182|126620|129897|131420|13724|138291|138540|139490|140336|146667|156344|156809|159888|162511|37701|166010|168429|5361|174612|180276|182097|182431|186247|187724|188877|191071|191118|198621|201109|205722|208956|215846|220047|220048|221659|224251|224833|230859|234062|236865|21413|22704|25471|29039|13723|34483|14622|37260|13723|455,852,1997/5/11
30918,Patti Smith: Dream of Life,"Documentary,Music",0,2008,554|7|0000012111,||70290|4755|5|5028|101792|136620|146092|14127|149014|149045|149345|35356|159892|4814|226429|15547|27835|3110|34726|36405|36888|3110|1522|3110,5920,2008/8/17
1088,High Life,"Comedy,Crime",0,2009,2340|6.1|0000122101,9306|41523|14910|46812|52212|80215|87976|95745|117883|118087|118324|125130|128329|136501|143902|152999|154108|166116|166405|5062|173044|176549|181048|186900|200362|203609|221225|224014|235428|18284|21260|25092|33115|35444|14910|14910|2155,6412,2010/1/10
7246,Until the Light Takes Us,"Documentary,Music",0,2008,1984|6.8|0000012211,||43987|76523|76587|5|12468|119002|126984|127929|141849|160178|||10054|17495|1013|24410|24564|10054|1013|1013|2464,6091,2009/12/6
25324,No Such Thing,"Comedy,Drama,Fantasy",0,2001,2706|6.2|0000112101,8274|9691|5229|54269|54287|59326|82186|84724|88749|89788|93643|93876|95454|96859|100571|12469|107944|109454|109936|119128|125415|127339|142178|147472|148516|157593|158504|158717|167217|5229|170162|170797|173596|174325|179871|183248|186625|191148|193187|199359|201265|29454|213915|217182|13587|222054|227695|233208|236944|17914|10910|11529|5229|32282|32795|5229|3289,2496,2002/3/31
55388,The Invisible Circus,Drama,0,1999,2277|5.5|0001121000,8643|9994|10572|39884|53024|54716|76086|84573|128113|162934|5718|173219|175938|182780|184533|201757|203101|214754|216257|17031|18518|36661|37286|10572|377,1860,2001/2/4
2308145,Kissing a Fool,"Comedy,Romance",0,1998,3595|5.3|0000121000,8646|11321|21873|5|51680|55363|57177|11321|78743|79866|81816|108449|118763|29140|14045|145091|148339|149187|149949|35085|150583|162333|7319|170354|171332|173517|182092|192487|12090|210830|223848|235829|17852|21667|21873|24344|26304|26914|27383|29140|29655|14045|11321|807,1191,1998/3/1
17271450,The Man in the Iron Mask,"Action,Adventure",35000000,1998,77497|6.3|0000122100,7567|9366|39839|13751|14705|45374|47970|48591|56025|57628|17903|67061|11131|20231|77483|83124|83210|88586|88928|91744|23879|91762|94202|96453|97017|98967|104732|12571|111657|12821|119499|121709|121747|122707|125297|130719|134812|138079|138160|13751|141865|143426|145232|145350|146699|149206|35332|153173|154824|157344|37059|163226|167801|4826|5031|5158|171164|171183|171505|172417|173249|174840|175307|175749|175915|189020|189323|191412|197967|216021|232051|20657|22031|23609|23879|24306|26704|29196|31877|34812|35941|14705|13751|14705|184|3385,1201,1998/3/15
47502,Bully,"Crime,Drama,Thriller",0,2001,22652|7|0000012211,9458|28926|42439|33785|45479|46423|46509|50812|10852|71558|80189|81677|92840|96677|100147|110122|117826|126628|128116|128671|130164|131152|133172|135346|136516|32314|145298|147174|150775|151137||180273|180720|184052|184734|188719|188867|190344|210913|215229|216486|217434|227512|228588|232827|233564|16960|18614|20683|22379|23641|26193|28339|28822|28926|29716|29867|29955|31415|32314|33785|35375|35547|10852|1157,2406,2001/7/15
144446,Mononoke-hime,"Adventure,Animation,Fantasy",24216000,1997,119886|8.4|0000001223,|13113|48114|59614|68638|70403|72147|20282|79250|40060|81433|95100|100942|104477|104791|108464|116068|118009|118569|120370|121118|122588|124405|126177|130827|136400|137344|143529|144566|14485|162179|5307|169051|170138|180031|182689|184205|20545|188565|189647|197559|197563|206195|206210|206562|209260|212025|212262|31527|225196|228239|229157|232784|30126|30662|35607|36189|36529|38173|13113|2524,963,1999/10/31
6015,Scandal - Joseon namnyeo sangyeoljisa,Drama,0,2003,1454|7.1|0000012211,|41066|41068|41202|12602|49315|98942|135100|5762|179725|198367|200866|203941|203985|25204|27160|30641|30642|12602|1746,3971,2004/10/17
38092,Face,Drama,0,2002,228|6.1|0000011102,8524|13187|13443|64618|68348|82009|108540|108611|109347|110347|116216|161707|5369|171132|174106|179445|179460|179651|187361|205017|206711|208006|209888|218880|226687|235816|236705|21601|24818|13443|34340|36392|13443|1556,3018,2005/3/13
339616,Brideshead Revisited,"Drama,Romance",20000000,2008,6927|6.6|0000012100,9011|10563|39631|43684|50607|50726|51676|52912|55712|56765|58982|60330|61435|67304|76166|79547|79567|83105|86394|113616|122778|152046|155056|161326|163492|164214|165459|5493|171154|176498|181998|183029|184914|198890|206610|223471|36050|15461|16678|21472|23826|24078|27684|31993|32767|33528|36048|12190|1357,4333,2008/7/27
58606,Ju-on,Horror,3500000,2002,20303|6.6|0000012100,|14142|43749|94673|96895|97147|116095|122590|129137|142279|142316|154009|157681|166680|166839|167074|6819|189647|189652|189662|197306|197587|197611|201533|201535|202251|202346|204015|208370|213045|214803|214908|222158|225152|231455|235993|236964|24769|25731|26596|30471|14142|1742,3735,2004/8/1
5522250,The People Under the Stairs,"Comedy,Horror,Mystery,Thriller",6000000,1991,15348|6.1|0000122100,9002|10954|44501|54032|65544|67923|68090|70010|70864|95100|101721|103724|104866|104868|113379|117580|119867|130149|132743|137770|139021|139230|163379|165186|6445|175827|203067|210961|221045|232244|16710|18111|10954|21706|22893|28089|10954|3211,201,1991/11/3
13834527,The Punisher,"Action,Crime,Drama,Thriller",33000000,2004,85680|6.3|0000122100,9789|39107|39926|40095|11952|41094|42189|45419|47017|48892|49687|54306|54884|57806|59074|61656|63573|66059|66344|67115|67332|69256|74530|75432|76199|76207|77033|80310|21691|84869|86803|89383|91630|91817|91913|93087|93529|94910|25054|98495|99082|99603|99994|101523|106029|108232|110122|111369|111484|112366|112658|118743|119510|124732|126603|126766|130811|132724|132986|135324|136516|136758|144015|144180|144566|149531|150680|151991|152950|153186|154289|154506|155430|36316|167531|6961|7492|179815|180373|183907|189770|194166|195120|198568|200630|201114|205284|208328|213201|214521|220728|221540|227085|230334|231058|15563|15564|20490|20745|21242|21278|22790|23227|23359|24694|26129|27152|27265|28202|13783|33417|33673|35168|11952|1354,3423,2004/4/18
10014795,Daylight,"Action,Adventure,Thriller",80000000,1996,35888|5.6|0000221000,7951|9110|39028|56729|62935|10869|69635|70926|81326|92113|98027|108651|111841|112957|115068|122845|29919|124567|125523|127670|133903|135713|140019|142909|143172|145692|146401|149770|149848|150809|14300|35968|161740|162732|163421|4771|170161|174685|175888|177646|181920|183532|188965|194211|197899|205412|209030|209227|210666|9110|228039|236324|19796|19897|21916|22058|23708|29919|30187|34578|10869|955,514,1996/12/8
